,degs,clos,betw,eigen
entrez gene/locuslink:852116,0.0265,0.3051,0.0001,0.0201
entrez gene/locuslink:852736,0.0111,0.2829,0.0,0.0055
entrez gene/locuslink:856558,0.0066,0.2674,0.0001,0.0022
entrez gene/locuslink:855606,0.042,0.3172,0.0005,0.0122
entrez gene/locuslink:854209,0.0044,0.2808,0.0,0.0023
entrez gene/locuslink:853579,0.0155,0.3103,0.0002,0.0072
entrez gene/locuslink:856386,0.0487,0.2934,0.0005,0.0067
entrez gene/locuslink:852620,0.0022,0.2485,0.0,0.0007
entrez gene/locuslink:851229,0.0022,0.2485,0.0,0.0007
entrez gene/locuslink:853558,0.0088,0.2674,0.0,0.0018
entrez gene/locuslink:856440,0.0022,0.2485,0.0,0.0007
entrez gene/locuslink:851584,0.0022,0.2373,0.0,0.0004
entrez gene/locuslink:854103,0.0044,0.2886,0.0,0.0044
entrez gene/locuslink:854690,0.0022,0.2457,0.0,0.0004
entrez gene/locuslink:854562,0.0221,0.3114,0.0003,0.0074
entrez gene/locuslink:850366,0.073,0.3141,0.0011,0.0149
entrez gene/locuslink:852796,0.0177,0.275,0.0001,0.0022
entrez gene/locuslink:853789,0.0509,0.3136,0.0002,0.0338
entrez gene/locuslink:855255,0.0996,0.3092,0.0011,0.0149
entrez gene/locuslink:853521,0.0066,0.2627,0.0,0.0011
entrez gene/locuslink:852186,0.0199,0.2936,0.0002,0.0038
entrez gene/locuslink:856384,0.0796,0.3034,0.0029,0.0084
entrez gene/locuslink:854092,0.0243,0.2889,0.0002,0.0036
entrez gene/locuslink:851772,0.0066,0.2607,0.0,0.0011
entrez gene/locuslink:853199,0.0066,0.2596,0.0,0.0009
entrez gene/locuslink:854857,0.0022,0.2403,0.0,0.0005
entrez gene/locuslink:851210,0.0044,0.253,0.0,0.001
entrez gene/locuslink:852758,0.0066,0.2889,0.0,0.0049
entrez gene/locuslink:855847,0.0022,0.2411,0.0,0.0007
entrez gene/locuslink:853113,0.0066,0.2544,0.0,0.0012
entrez gene/locuslink:856803,0.0133,0.2989,0.0002,0.0063
entrez gene/locuslink:856155,0.0155,0.3041,0.0002,0.006
entrez gene/locuslink:854138,0.0376,0.2999,0.0013,0.0059
entrez gene/locuslink:856745,0.0111,0.3073,0.0001,0.0114
entrez gene/locuslink:855029,0.0332,0.2971,0.0006,0.0058
entrez gene/locuslink:854391,0.0265,0.3111,0.0001,0.0185
entrez gene/locuslink:856352,0.0243,0.316,0.0003,0.011
entrez gene/locuslink:854929,0.0332,0.3148,0.0002,0.0225
entrez gene/locuslink:854703,0.0066,0.2458,0.0,0.0003
entrez gene/locuslink:853541,0.0022,0.2355,0.0,0.0002
entrez gene/locuslink:852814,0.0288,0.3025,0.0002,0.0094
entrez gene/locuslink:850928,0.0044,0.2471,0.0,0.0006
entrez gene/locuslink:851189,0.0022,0.241,0.0,0.0003
entrez gene/locuslink:854206,0.0243,0.3205,0.0005,0.0118
entrez gene/locuslink:854061,0.0044,0.2746,0.0,0.0027
entrez gene/locuslink:852136,0.0044,0.2757,0.0,0.0018
entrez gene/locuslink:854055,0.0022,0.2572,0.0,0.0014
entrez gene/locuslink:852356,0.0022,0.2572,0.0,0.0014
entrez gene/locuslink:852419,0.0044,0.2573,0.0,0.0015
entrez gene/locuslink:852363,0.0044,0.2693,0.0,0.002
entrez gene/locuslink:856824,0.0155,0.2863,0.0,0.0033
entrez gene/locuslink:856792,0.0066,0.2789,0.0,0.0042
entrez gene/locuslink:852778,0.0177,0.2777,0.0001,0.0029
entrez gene/locuslink:851911,0.0022,0.2662,0.0,0.002
entrez gene/locuslink:855577,0.0199,0.2891,0.0001,0.0038
entrez gene/locuslink:853954,0.0221,0.304,0.0006,0.0112
entrez gene/locuslink:856545,0.0553,0.2984,0.0002,0.0097
entrez gene/locuslink:856135,0.0111,0.2675,0.0003,0.002
entrez gene/locuslink:852181,0.0044,0.2748,0.0,0.0029
entrez gene/locuslink:850933,0.0243,0.3176,0.0001,0.0133
entrez gene/locuslink:856704,0.0199,0.3088,0.0001,0.008
entrez gene/locuslink:856084,0.0133,0.3167,0.0,0.0125
entrez gene/locuslink:855840,0.0111,0.2835,0.0,0.0043
entrez gene/locuslink:852824,0.0465,0.3184,0.0004,0.013
entrez gene/locuslink:852696,0.1814,0.3252,0.0015,0.0387
entrez gene/locuslink:855986,0.042,0.3202,0.0015,0.0114
entrez gene/locuslink:854425,0.0155,0.3022,0.0004,0.0077
entrez gene/locuslink:853629,0.0088,0.2861,0.0004,0.0051
entrez gene/locuslink:854725,0.0155,0.3042,0.0001,0.0098
entrez gene/locuslink:856539,0.0044,0.2852,0.0,0.0048
entrez gene/locuslink:855980,0.0022,0.2768,0.0,0.0033
entrez gene/locuslink:851077,0.0044,0.2812,0.0,0.004
entrez gene/locuslink:855220,0.0133,0.324,0.0003,0.0121
entrez gene/locuslink:850709,0.0265,0.3067,0.0009,0.0069
entrez gene/locuslink:850375,0.0265,0.3176,0.0002,0.012
entrez gene/locuslink:854462,0.0155,0.3062,0.0002,0.0089
entrez gene/locuslink:856672,0.0199,0.3092,0.0006,0.0084
entrez gene/locuslink:854568,0.0066,0.2875,0.0,0.0048
entrez gene/locuslink:851736,0.0111,0.2946,0.0,0.0064
entrez gene/locuslink:851605,0.0044,0.2895,0.0,0.0045
entrez gene/locuslink:853150,0.0022,0.2768,0.0,0.0033
entrez gene/locuslink:850870,0.0044,0.2775,0.0,0.0033
entrez gene/locuslink:852708,0.0022,0.2768,0.0,0.0033
entrez gene/locuslink:852035,0.0597,0.3257,0.0008,0.036
entrez gene/locuslink:856051,0.0066,0.2841,0.0,0.0056
entrez gene/locuslink:853643,0.0088,0.2842,0.0001,0.0042
entrez gene/locuslink:855149,0.073,0.3224,0.0016,0.0139
entrez gene/locuslink:854511,0.0177,0.2838,0.0,0.0074
entrez gene/locuslink:854234,0.0022,0.2611,0.0,0.0012
entrez gene/locuslink:856573,0.0044,0.2929,0.0,0.0051
entrez gene/locuslink:852439,0.0265,0.2838,0.0001,0.0052
entrez gene/locuslink:853699,0.0066,0.2774,0.0,0.0032
entrez gene/locuslink:854028,0.0022,0.2611,0.0,0.0012
entrez gene/locuslink:854334,0.0044,0.2649,0.0,0.0013
entrez gene/locuslink:854105,0.0044,0.2636,0.0,0.0013
entrez gene/locuslink:851640,0.0221,0.2946,0.0004,0.0052
entrez gene/locuslink:856915,0.0044,0.2625,0.0,0.0012
entrez gene/locuslink:854440,0.0044,0.2654,0.0,0.0013
entrez gene/locuslink:855965,0.0465,0.316,0.0005,0.0263
entrez gene/locuslink:851823,0.0022,0.2611,0.0,0.0012
entrez gene/locuslink:855441,0.0288,0.2943,0.0003,0.0042
entrez gene/locuslink:854815,0.0088,0.2914,0.0004,0.0036
entrez gene/locuslink:854163,0.0066,0.292,0.0,0.0045
entrez gene/locuslink:851834,0.0708,0.2956,0.0003,0.0133
entrez gene/locuslink:856460,0.0111,0.2722,0.0,0.0026
entrez gene/locuslink:855769,0.0177,0.2963,0.0001,0.0061
entrez gene/locuslink:851194,0.0022,0.2787,0.0,0.0037
entrez gene/locuslink:851354,0.0022,0.2787,0.0,0.0037
entrez gene/locuslink:856034,0.0022,0.2787,0.0,0.0037
entrez gene/locuslink:851777,0.0066,0.2808,0.0001,0.0038
entrez gene/locuslink:856298,0.0088,0.2932,0.0,0.0064
entrez gene/locuslink:852387,0.0022,0.2787,0.0,0.0037
entrez gene/locuslink:853075,0.0044,0.2838,0.0,0.0041
entrez gene/locuslink:850372,0.0066,0.2843,0.0,0.0043
entrez gene/locuslink:855514,0.0288,0.3046,0.001,0.0096
entrez gene/locuslink:854012,0.0022,0.2787,0.0,0.0037
entrez gene/locuslink:853339,0.0088,0.2993,0.0,0.0083
entrez gene/locuslink:852910,0.0088,0.3018,0.0,0.0087
entrez gene/locuslink:850880,0.0111,0.3114,0.0,0.0121
entrez gene/locuslink:853273,0.0044,0.2807,0.0,0.0039
entrez gene/locuslink:855175,0.0133,0.2945,0.0,0.0117
entrez gene/locuslink:853507,0.0155,0.2777,0.0003,0.0031
entrez gene/locuslink:854796,0.0996,0.3108,0.0008,0.0163
entrez gene/locuslink:851036,0.0265,0.3066,0.0001,0.0084
entrez gene/locuslink:851109,0.0066,0.2761,0.0,0.0031
entrez gene/locuslink:852192,0.0044,0.2943,0.0,0.0066
entrez gene/locuslink:851087,0.1814,0.318,0.0031,0.0219
entrez gene/locuslink:852313,0.0044,0.2765,0.0,0.0032
entrez gene/locuslink:854470,0.0022,0.2677,0.0,0.0028
entrez gene/locuslink:851687,0.0022,0.2677,0.0,0.0028
entrez gene/locuslink:851323,0.0066,0.2832,0.0,0.004
entrez gene/locuslink:856504,0.0133,0.2962,0.0001,0.0056
entrez gene/locuslink:855698,0.0022,0.2677,0.0,0.0028
entrez gene/locuslink:855722,0.0088,0.2847,0.0,0.0043
entrez gene/locuslink:854982,0.0066,0.2731,0.0,0.0031
entrez gene/locuslink:853277,0.0022,0.2677,0.0,0.0028
entrez gene/locuslink:855644,0.0044,0.2892,0.0,0.0044
entrez gene/locuslink:856860,0.0376,0.29,0.0002,0.0034
entrez gene/locuslink:852038,0.0044,0.2623,0.0,0.0008
entrez gene/locuslink:852821,0.2035,0.349,0.0046,0.0508
entrez gene/locuslink:851416,0.0509,0.3142,0.0008,0.012
entrez gene/locuslink:854939,0.0044,0.2787,0.0,0.0023
entrez gene/locuslink:851612,0.0044,0.2823,0.0,0.0036
entrez gene/locuslink:856101,0.0177,0.2942,0.0004,0.0044
entrez gene/locuslink:853173,0.0044,0.2734,0.0,0.0021
entrez gene/locuslink:852943,0.0332,0.2921,0.0005,0.0071
entrez gene/locuslink:850376,0.0022,0.2261,0.0,0.0002
entrez gene/locuslink:854711,0.0022,0.2437,0.0,0.0006
entrez gene/locuslink:856333,0.0022,0.2437,0.0,0.0006
entrez gene/locuslink:855931,0.0022,0.2437,0.0,0.0006
entrez gene/locuslink:850532,0.0044,0.2722,0.0,0.0021
entrez gene/locuslink:851177,0.0088,0.2868,0.0,0.0039
entrez gene/locuslink:853992,0.042,0.3065,0.0004,0.0091
entrez gene/locuslink:854441,0.0354,0.2948,0.0001,0.0099
entrez gene/locuslink:850482,0.0597,0.3095,0.0011,0.0093
entrez gene/locuslink:854043,0.0066,0.2892,0.0,0.0031
entrez gene/locuslink:856719,0.0133,0.2617,0.0,0.002
entrez gene/locuslink:855848,0.0111,0.2915,0.0001,0.0053
entrez gene/locuslink:855510,0.0022,0.2461,0.0,0.0005
entrez gene/locuslink:852077,0.0619,0.3029,0.0009,0.0113
entrez gene/locuslink:855489,0.0111,0.2433,0.0,0.0005
entrez gene/locuslink:855386,0.0199,0.2852,0.0001,0.0036
entrez gene/locuslink:5901,0.0044,0.2406,0.0,0.0003
entrez gene/locuslink:1104,0.0022,0.2307,0.0,0.0001
entrez gene/locuslink:10291,0.0044,0.2438,0.0,0.0005
entrez gene/locuslink:852394,0.0111,0.2616,0.0004,0.001
entrez gene/locuslink:850941,0.0066,0.2305,0.0,0.0002
entrez gene/locuslink:4036073,0.0066,0.2613,0.0,0.001
entrez gene/locuslink:853248,0.0199,0.2712,0.0,0.0018
entrez gene/locuslink:852757,0.0619,0.2953,0.0016,0.007
entrez gene/locuslink:852867,0.0066,0.2553,0.0,0.0009
entrez gene/locuslink:854925,0.0022,0.2225,0.0,0.0001
entrez gene/locuslink:853051,0.0044,0.2647,0.0,0.0012
entrez gene/locuslink:853320,0.0088,0.2786,0.0,0.0024
entrez gene/locuslink:851678,0.0376,0.2925,0.0003,0.0048
entrez gene/locuslink:853072,0.0288,0.2814,0.0002,0.0038
entrez gene/locuslink:853912,0.0575,0.2888,0.0009,0.0043
entrez gene/locuslink:851568,0.0243,0.2966,0.0002,0.0052
entrez gene/locuslink:9525,0.0044,0.2316,0.0,0.0003
entrez gene/locuslink:854128,0.0044,0.2752,0.0,0.0015
entrez gene/locuslink:854966,0.0088,0.2714,0.0,0.002
entrez gene/locuslink:855020,0.0044,0.2823,0.0,0.0024
entrez gene/locuslink:853445,0.0066,0.2693,0.0002,0.0017
entrez gene/locuslink:8900,0.0022,0.2483,0.0,0.0004
entrez gene/locuslink:890,0.0022,0.2483,0.0,0.0004
entrez gene/locuslink:854539,0.0332,0.2956,0.0003,0.0056
entrez gene/locuslink:850718,0.0664,0.3075,0.0004,0.0414
entrez gene/locuslink:856659,0.0664,0.2929,0.0007,0.0049
entrez gene/locuslink:856645,0.0022,0.2438,0.0,0.0009
entrez gene/locuslink:854924,0.0044,0.2745,0.0,0.0018
entrez gene/locuslink:855517,0.0066,0.2638,0.0,0.0009
entrez gene/locuslink:856471,0.0288,0.2622,0.0001,0.0014
entrez gene/locuslink:856774,0.0022,0.2273,0.0,0.0001
entrez gene/locuslink:850343,0.0155,0.2942,0.0004,0.0051
entrez gene/locuslink:851075,0.0044,0.2631,0.0,0.0013
entrez gene/locuslink:851670,0.0465,0.2958,0.0005,0.0077
entrez gene/locuslink:856755,0.0066,0.2919,0.0,0.006
entrez gene/locuslink:852086,0.0088,0.2651,0.0,0.0027
entrez gene/locuslink:7486,0.0022,0.2283,0.0,0.0002
entrez gene/locuslink:856488,0.0265,0.2806,0.0002,0.0032
entrez gene/locuslink:852916,0.0199,0.266,0.0002,0.001
entrez gene/locuslink:854644,0.0133,0.2646,0.0,0.0011
entrez gene/locuslink:851309,0.0133,0.2594,0.0003,0.001
entrez gene/locuslink:851041,0.0354,0.2782,0.0005,0.0027
entrez gene/locuslink:853346,0.0088,0.2455,0.0,0.0004
entrez gene/locuslink:852749,0.0044,0.2409,0.0,0.0004
entrez gene/locuslink:856070,0.0442,0.3096,0.0011,0.009
entrez gene/locuslink:856600,0.0487,0.3254,0.0015,0.0102
entrez gene/locuslink:850657,0.0133,0.2836,0.0,0.0041
entrez gene/locuslink:852740,0.0929,0.3204,0.0023,0.0098
entrez gene/locuslink:854342,0.0088,0.2947,0.0001,0.0043
entrez gene/locuslink:856019,0.0155,0.2571,0.0001,0.0007
entrez gene/locuslink:856142,0.0111,0.2945,0.0001,0.0046
entrez gene/locuslink:853504,0.0487,0.2993,0.0002,0.0086
entrez gene/locuslink:853877,0.0177,0.2713,0.0,0.0034
entrez gene/locuslink:853872,0.0199,0.2747,0.0001,0.0022
entrez gene/locuslink:856012,0.0177,0.2441,0.0,0.0011
entrez gene/locuslink:850695,0.0066,0.2733,0.0,0.0025
entrez gene/locuslink:855790,0.0022,0.2137,0.0,0.0
entrez gene/locuslink:855390,0.0133,0.306,0.0003,0.006
entrez gene/locuslink:853497,0.0177,0.2811,0.0004,0.003
entrez gene/locuslink:851458,0.0929,0.2997,0.0044,0.0055
entrez gene/locuslink:79090,0.0022,0.2319,0.0,0.0001
entrez gene/locuslink:854230,0.0088,0.2552,0.0,0.0025
entrez gene/locuslink:854898,0.0177,0.2414,0.0,0.0003
entrez gene/locuslink:851833,0.0111,0.2194,0.0,0.0001
entrez gene/locuslink:853197,0.0221,0.2806,0.0002,0.0035
entrez gene/locuslink:854152,0.0088,0.274,0.0004,0.0021
entrez gene/locuslink:852277,0.0133,0.2618,0.0,0.0028
entrez gene/locuslink:852247,0.0044,0.2346,0.0003,0.0002
entrez gene/locuslink:856302,0.0022,0.19,0.0,0.0
entrez gene/locuslink:856321,0.0066,0.2484,0.0,0.0009
entrez gene/locuslink:852224,0.0066,0.2399,0.0,0.0002
entrez gene/locuslink:852554,0.0155,0.2825,0.0001,0.0024
entrez gene/locuslink:852434,0.0088,0.2785,0.0,0.0014
entrez gene/locuslink:852485,0.0044,0.2313,0.0,0.0001
entrez gene/locuslink:852525,0.0044,0.2693,0.0,0.0014
entrez gene/locuslink:852548,0.0022,0.2289,0.0,0.0001
entrez gene/locuslink:852591,0.0022,0.2197,0.0,0.0001
entrez gene/locuslink:853177,0.0243,0.2815,0.0004,0.0026
entrez gene/locuslink:850340,0.0044,0.1718,0.0,0.0
entrez gene/locuslink:851850,0.0066,0.2075,0.0007,0.0
entrez gene/locuslink:851851,0.0044,0.1718,0.0,0.0
entrez gene/locuslink:852847,0.0044,0.2571,0.0,0.0021
entrez gene/locuslink:850402,0.0022,0.2466,0.0,0.0004
entrez gene/locuslink:850457,0.0066,0.2665,0.0001,0.0013
entrez gene/locuslink:851819,0.0133,0.2636,0.0,0.001
entrez gene/locuslink:851436,0.0022,0.2306,0.0,0.0001
entrez gene/locuslink:851387,0.0044,0.2315,0.0,0.0001
entrez gene/locuslink:852197,0.0044,0.2738,0.0001,0.0016
entrez gene/locuslink:853963,0.0288,0.275,0.0002,0.0023
entrez gene/locuslink:856229,0.073,0.3053,0.0016,0.007
entrez gene/locuslink:856313,0.0221,0.2665,0.0004,0.0012
entrez gene/locuslink:851360,0.0022,0.2104,0.0,0.0
entrez gene/locuslink:851598,0.0044,0.2381,0.0,0.0005
entrez gene/locuslink:856766,0.0044,0.2275,0.0,0.0001
entrez gene/locuslink:850347,0.0199,0.2864,0.0004,0.0092
entrez gene/locuslink:851786,0.0066,0.2757,0.0,0.0019
entrez gene/locuslink:851839,0.0265,0.2937,0.0001,0.0147
entrez gene/locuslink:851843,0.0354,0.3231,0.0012,0.0112
entrez gene/locuslink:851920,0.0044,0.2501,0.0,0.0004
entrez gene/locuslink:853574,0.0022,0.2457,0.0,0.0009
entrez gene/locuslink:852154,0.0088,0.2841,0.0001,0.0042
entrez gene/locuslink:856713,0.0752,0.3113,0.0008,0.0369
entrez gene/locuslink:856696,0.0066,0.2781,0.0,0.0019
entrez gene/locuslink:856663,0.0088,0.2902,0.0002,0.0048
entrez gene/locuslink:856642,0.0088,0.2784,0.0,0.0016
entrez gene/locuslink:851302,0.0155,0.2975,0.0001,0.0058
entrez gene/locuslink:856802,0.0133,0.2628,0.0004,0.0016
entrez gene/locuslink:851972,0.0022,0.2081,0.0,0.0
entrez gene/locuslink:851239,0.0044,0.2844,0.0,0.004
entrez gene/locuslink:851386,0.0044,0.224,0.0,0.0001
entrez gene/locuslink:851775,0.0044,0.2237,0.0,0.0001
entrez gene/locuslink:855672,0.0022,0.2225,0.0,0.0001
entrez gene/locuslink:855843,0.0288,0.3088,0.0003,0.0124
entrez gene/locuslink:856828,0.1836,0.3332,0.0013,0.0996
entrez gene/locuslink:856843,0.0133,0.2682,0.0001,0.0013
entrez gene/locuslink:850558,0.0022,0.231,0.0,0.0002
entrez gene/locuslink:852346,0.0243,0.3005,0.0004,0.0069
entrez gene/locuslink:850569,0.0044,0.2597,0.0,0.0008
entrez gene/locuslink:850610,0.0088,0.2892,0.0001,0.0043
entrez gene/locuslink:852842,0.0044,0.2718,0.0,0.0011
entrez gene/locuslink:851308,0.0022,0.2202,0.0,0.0001
entrez gene/locuslink:856761,0.0155,0.2718,0.0003,0.002
entrez gene/locuslink:855716,0.0465,0.3076,0.0013,0.0071
entrez gene/locuslink:852721,0.0066,0.2535,0.0,0.0008
entrez gene/locuslink:856582,0.0022,0.2487,0.0,0.0004
entrez gene/locuslink:856094,0.0044,0.2494,0.0,0.0004
entrez gene/locuslink:852688,0.031,0.2781,0.0008,0.0026
entrez gene/locuslink:853049,0.0066,0.2794,0.0001,0.0019
entrez gene/locuslink:852903,0.0398,0.2808,0.0001,0.0024
entrez gene/locuslink:852957,0.0022,0.2541,0.0,0.0012
entrez gene/locuslink:853102,0.0044,0.2767,0.0001,0.0018
entrez gene/locuslink:853110,0.0022,0.2316,0.0,0.0002
entrez gene/locuslink:853162,0.0044,0.247,0.0,0.0005
entrez gene/locuslink:856420,0.0111,0.29,0.0,0.0025
entrez gene/locuslink:856473,0.0088,0.2957,0.0002,0.0049
entrez gene/locuslink:856513,0.0354,0.3011,0.0007,0.0044
entrez gene/locuslink:852142,0.0044,0.2611,0.0,0.001
entrez gene/locuslink:850527,0.0022,0.2571,0.0,0.0009
entrez gene/locuslink:852647,0.0177,0.2768,0.0001,0.0023
entrez gene/locuslink:853007,0.0022,0.2571,0.0,0.0009
entrez gene/locuslink:854225,0.0044,0.261,0.0,0.001
entrez gene/locuslink:853466,0.0066,0.2813,0.0,0.0018
entrez gene/locuslink:854772,0.0111,0.2568,0.0,0.0007
entrez gene/locuslink:852064,0.0111,0.2678,0.0001,0.0009
entrez gene/locuslink:854716,0.0066,0.2763,0.0,0.0023
entrez gene/locuslink:852557,0.0044,0.2431,0.0,0.0004
entrez gene/locuslink:854833,0.0066,0.2514,0.0,0.0009
entrez gene/locuslink:854852,0.0155,0.2937,0.0001,0.0047
entrez gene/locuslink:853410,0.0133,0.2683,0.0,0.0015
entrez gene/locuslink:852115,0.0044,0.2551,0.0,0.001
entrez gene/locuslink:853373,0.0288,0.2802,0.0,0.0034
entrez gene/locuslink:853288,0.0398,0.2935,0.0004,0.0042
entrez gene/locuslink:853464,0.0044,0.2747,0.0,0.0017
entrez gene/locuslink:853468,0.0177,0.2406,0.0008,0.0002
entrez gene/locuslink:853516,0.0133,0.2532,0.0,0.0004
entrez gene/locuslink:855908,0.0288,0.3059,0.0011,0.0067
entrez gene/locuslink:850597,0.0088,0.3073,0.0001,0.0061
entrez gene/locuslink:856421,0.0774,0.2872,0.0005,0.0086
entrez gene/locuslink:850851,0.0022,0.2288,0.0,0.0001
entrez gene/locuslink:851139,0.0088,0.2601,0.0,0.0006
entrez gene/locuslink:854179,0.0155,0.2747,0.0001,0.002
entrez gene/locuslink:855944,0.0044,0.2647,0.0,0.0015
entrez gene/locuslink:854748,0.031,0.2922,0.0001,0.0057
entrez gene/locuslink:853823,0.0044,0.2679,0.0,0.0014
entrez gene/locuslink:853069,0.0022,0.2129,0.0,0.0001
entrez gene/locuslink:850449,0.0133,0.2647,0.0004,0.0009
entrez gene/locuslink:851245,0.0088,0.2694,0.0001,0.001
entrez gene/locuslink:850741,0.0133,0.2711,0.0001,0.0026
entrez gene/locuslink:850798,0.0575,0.2828,0.0015,0.0022
entrez gene/locuslink:855045,0.0022,0.2356,0.0,0.0003
entrez gene/locuslink:850868,0.0022,0.2259,0.0,0.0001
entrez gene/locuslink:850919,0.0066,0.2299,0.0,0.0001
entrez gene/locuslink:855778,0.0111,0.2868,0.0003,0.0026
entrez gene/locuslink:850972,0.0066,0.2475,0.0,0.0005
entrez gene/locuslink:850993,0.0111,0.2568,0.0,0.0013
entrez gene/locuslink:851427,0.0111,0.2434,0.0,0.0003
entrez gene/locuslink:853753,0.0022,0.2145,0.0,0.0
entrez gene/locuslink:851088,0.0022,0.2488,0.0,0.0005
entrez gene/locuslink:851140,0.0155,0.2651,0.0,0.0021
entrez gene/locuslink:851167,0.0044,0.238,0.0,0.0003
entrez gene/locuslink:850908,0.0133,0.26,0.0001,0.0026
entrez gene/locuslink:854994,0.0066,0.2639,0.0,0.0012
entrez gene/locuslink:854974,0.0133,0.2813,0.0001,0.0047
entrez gene/locuslink:854871,0.0133,0.2432,0.0001,0.0004
entrez gene/locuslink:854914,0.0133,0.2762,0.0,0.0017
entrez gene/locuslink:854912,0.0133,0.2563,0.0,0.0027
entrez gene/locuslink:854279,0.0133,0.2572,0.0028,0.0008
entrez gene/locuslink:854463,0.0022,0.2362,0.0,0.0003
entrez gene/locuslink:852642,0.0155,0.2868,0.0001,0.0029
entrez gene/locuslink:853560,0.0221,0.3035,0.0001,0.0086
entrez gene/locuslink:851677,0.1372,0.3276,0.0054,0.0137
entrez gene/locuslink:852098,0.0044,0.265,0.0,0.001
entrez gene/locuslink:850538,0.1504,0.3458,0.0049,0.0282
entrez gene/locuslink:852846,0.0133,0.2843,0.0002,0.0017
entrez gene/locuslink:850906,0.0022,0.2638,0.0,0.0008
entrez gene/locuslink:855385,0.0044,0.2802,0.0,0.0017
entrez gene/locuslink:854326,0.0066,0.2777,0.0,0.0016
entrez gene/locuslink:853989,0.0022,0.2333,0.0,0.0002
entrez gene/locuslink:854202,0.0155,0.2787,0.0002,0.0013
entrez gene/locuslink:850302,0.0288,0.2689,0.0012,0.0012
entrez gene/locuslink:850706,0.0044,0.2464,0.0,0.0004
entrez gene/locuslink:852828,0.031,0.2846,0.0003,0.0035
entrez gene/locuslink:854264,0.0022,0.2381,0.0,0.0002
entrez gene/locuslink:854329,0.0066,0.2665,0.0,0.0023
entrez gene/locuslink:852139,0.0022,0.2301,0.0,0.0002
entrez gene/locuslink:854459,0.0088,0.2716,0.0001,0.0017
entrez gene/locuslink:854478,0.0022,0.2392,0.0,0.0003
entrez gene/locuslink:854567,0.0066,0.2803,0.0001,0.0022
entrez gene/locuslink:856010,0.0066,0.2526,0.0,0.0006
entrez gene/locuslink:852113,0.0088,0.2673,0.0002,0.0014
entrez gene/locuslink:856184,0.0111,0.2406,0.0,0.0003
entrez gene/locuslink:855231,0.0022,0.23,0.0,0.0002
entrez gene/locuslink:852326,0.0177,0.2937,0.0,0.0055
entrez gene/locuslink:851361,0.0022,0.2024,0.0,0.0
entrez gene/locuslink:855922,0.0243,0.2827,0.0001,0.0037
entrez gene/locuslink:851962,0.0288,0.2953,0.0002,0.011
entrez gene/locuslink:850595,0.0044,0.2856,0.0,0.004
entrez gene/locuslink:852016,0.0177,0.2548,0.0001,0.0004
entrez gene/locuslink:855258,0.0288,0.2672,0.0002,0.001
entrez gene/locuslink:852547,0.0243,0.2918,0.0,0.0218
entrez gene/locuslink:850567,0.0066,0.2798,0.0,0.0031
entrez gene/locuslink:850605,0.0044,0.2653,0.0,0.0015
entrez gene/locuslink:855530,0.0044,0.274,0.0,0.0016
entrez gene/locuslink:854883,0.0354,0.2858,0.002,0.0033
entrez gene/locuslink:854153,0.0044,0.2189,0.0,0.0001
entrez gene/locuslink:850658,0.0332,0.2996,0.0006,0.008
entrez gene/locuslink:855207,0.0044,0.2976,0.0,0.006
entrez gene/locuslink:851566,0.0022,0.2778,0.0,0.0021
entrez gene/locuslink:852290,0.0022,0.2778,0.0,0.0021
entrez gene/locuslink:851434,0.0354,0.2991,0.0002,0.0047
entrez gene/locuslink:855411,0.0066,0.2974,0.0001,0.0038
entrez gene/locuslink:855927,0.0044,0.2783,0.0001,0.0021
entrez gene/locuslink:856243,0.0044,0.2837,0.0,0.0029
entrez gene/locuslink:852654,0.0088,0.287,0.0002,0.0026
